,id,term,vader,liu,subj,liwc
78,29170936,autism,2.2578,0.0,6.0,6.0
79,29358944,autism,0.017299999999999982,1.0,-1.0,6.0
80,29107450,autism,-0.9603999999999998,-4.0,-3.0,-2.0
81,29188586,autism,-0.2623,-1.0,0.0,-1.0
82,29066951,autism,-1.9161,-7.0,-4.0,0.0
83,29268154,autism,0.06970000000000004,-5.0,6.0,4.0
84,29152992,autism,-1.5013999999999998,-4.0,-6.0,0.0
85,29294103,autism,-0.3379,-4.0,2.0,-1.0
86,29184203,autism,0.8288,0.0,-3.0,4.0
87,29027066,autism,0.5304,0.0,-1.0,0.0
88,29128904,autism,0.4917999999999999,0.0,3.0,4.0
89,29085097,autism,1.4896,0.0,0.0,8.0
90,29214137,autism,-0.12869999999999998,2.0,2.0,1.0
91,29317182,autism,3.3066,2.0,-1.0,1.0
92,29248908,autism,2.2751,4.0,-3.0,5.0
93,29042895,autism,-0.5169999999999999,1.0,1.0,6.0
94,29164439,autism,0.15300000000000008,-1.0,-2.0,-1.0
95,29240304,autism,-2.0444000000000004,-2.0,3.0,8.0
96,29121345,autism,0.43579999999999997,-2.0,0.0,13.0
97,29199433,autism,1.4527,3.0,-1.0,0.0
98,29097966,autism,3.1382000000000003,5.0,3.0,4.0
99,29142569,autism,0.09740000000000001,-1.0,0.0,5.0
100,29276530,autism,-1.6140999999999999,-2.0,-4.0,1.0
101,29020636,autism,0.10059999999999991,-1.0,-2.0,3.0
102,29057543,autism,-1.3813999999999997,-2.0,-2.0,-3.0
103,29118128,autism,1.4072,2.0,-4.0,-1.0
104,29242177,autism,-0.6597999999999999,-4.0,1.0,2.0
105,29097665,autism,0.03419999999999995,-2.0,4.0,1.0
106,29139304,autism,-1.907,-3.0,3.0,-3.0
107,29287246,autism,0.5267,2.0,0.0,1.0
108,29174305,autism,1.0279,0.0,-7.0,-3.0
109,29021890,autism,-0.3817,-3.0,-9.0,8.0
110,29278772,autism,1.0050000000000001,-2.0,-1.0,7.0
111,29226773,autism,0.8102,0.0,0.0,2.0
112,29134693,autism,0.4605,-2.0,-5.0,1.0
113,29211115,autism,-0.6829999999999997,-6.0,-2.0,3.0
114,29086209,autism,0.1684,0.0,-2.0,4.0
115,29038711,autism,-0.6766,-5.0,-2.0,4.0
116,29244813,autism,0.7144999999999999,-5.0,-1.0,3.0
117,29167722,autism,0.9589999999999999,3.0,1.0,1.0
118,29043156,autism,2.6258,2.0,-4.0,6.0
119,29038598,autism,0.8842000000000001,1.0,0.0,11.0
120,29244827,autism,-4.942500000000001,-9.0,-1.0,1.0
121,29167286,autism,0.523,-1.0,2.0,6.0
122,29043919,autism,-2.0793,-5.0,-4.0,4.0
123,29227200,autism,2.2978,1.0,-1.0,3.0
124,29135429,autism,2.2068,-2.0,-6.0,-1.0
125,29210194,autism,-6.459099999999999,-11.0,-6.0,-3.0
126,29085802,autism,3.3763,1.0,-5.0,-2.0
127,29139302,autism,-1.0451000000000001,-2.0,0.0,-6.0
128,29287035,autism,1.4014999999999997,-2.0,6.0,0.0
129,29173597,autism,0.2851,2.0,1.0,5.0
130,29021889,autism,1.9531,1.0,-2.0,-5.0
131,29118110,autism,-0.012699999999999989,-4.0,1.0,10.0
132,29241371,autism,1.7068999999999999,7.0,4.0,4.0
133,29097857,autism,0.42019999999999996,1.0,-2.0,-6.0
134,29204259,autism,-0.28809999999999997,-1.0,-1.0,6.0
135,29142556,autism,0.8038,-2.0,0.0,1.0
136,29277240,autism,-0.8405000000000001,1.0,1.0,1.0
137,29020136,autism,-0.22479999999999994,-3.0,-1.0,3.0
138,29057532,autism,-2.1212,-5.0,-1.0,6.0
139,29239865,autism,0.5674999999999999,0.0,2.0,-3.0
140,29120534,autism,-3.1826,-5.0,6.0,2.0
141,29199447,autism,0.34,2.0,0.0,2.0
142,29097976,autism,2.5453,3.0,-6.0,2.0
143,29317982,autism,0.17769999999999997,-2.0,-4.0,0.0
144,29248909,autism,1.6663999999999999,3.0,1.0,2.0
145,29167833,autism,0.9759000000000001,-2.0,-3.0,-1.0
146,29042783,autism,0.08270000000000005,-5.0,0.0,5.0
147,29164438,autism,0.5627000000000003,2.0,0.0,6.0
148,29129319,autism,-0.6343000000000001,0.0,-2.0,3.0
149,29229361,autism,-1.0608999999999997,-5.0,-2.0,-2.0
150,29085047,autism,-1.594,-2.0,2.0,-1.0
151,29214136,autism,0.6322000000000001,2.0,2.0,6.0
152,29066944,autism,0.5682,-1.0,2.0,-2.0
153,29152993,autism,1.1527000000000003,0.0,6.0,7.0
154,29292077,autism,0.18960000000000002,-2.0,3.0,12.0
155,29184200,autism,-0.7855000000000002,0.0,-1.0,3.0
156,29027068,autism,-0.014899999999999969,-2.0,3.0,3.0
157,29107812,autism,0.10309999999999998,-2.0,-2.0,2.0
158,29188585,autism,-0.21419999999999997,-3.0,-3.0,-2.0
159,29161772,autism,1.7401,3.0,-5.0,9.0
160,29262471,autism,0.5925,-7.0,-13.0,1.0
161,29056086,autism,0.38120000000000004,-1.0,-3.0,-1.0
162,29035307,autism,2.3282999999999996,2.0,3.0,4.0
163,29170937,autism,0.20340000000000003,0.0,-1.0,-3.0
164,29361396,autism,-0.9329000000000001,-3.0,0.0,0.0
165,29216786,autism,0.5375000000000001,-2.0,1.0,5.0
166,29073621,autism,0.1979999999999999,-1.0,-1.0,0.0
167,29222989,autism,0.3923,0.0,0.0,3.0
168,29122491,autism,-0.02479999999999999,-2.0,0.0,-1.0
169,29052806,autism,1.7741,4.0,2.0,10.0
170,29255008,autism,3.3309,-3.0,-4.0,11.0
171,29163043,autism,0.0837,-4.0,-6.0,3.0
172,29347569,autism,-0.7671,-2.0,-1.0,0.0
173,29172638,autism,1.9339,4.0,1.0,2.0
174,29034696,autism,3.1571,4.0,6.0,11.0
175,29216234,autism,3.1552,3.0,-6.0,10.0
176,29075533,autism,0.4238,3.0,0.0,8.0
177,29152670,autism,0.27909999999999996,0.0,-1.0,-1.0
178,29274201,autism,1.4903,3.0,-2.0,4.0
179,29071563,autism,-0.1531,-2.0,-3.0,0.0
180,29027744,autism,0.44599999999999995,0.0,-1.0,1.0
181,29181689,autism,0.0,-2.0,0.0,1.0
182,29296277,autism,-0.8378999999999999,-3.0,-9.0,9.0
183,29100626,autism,-0.5991000000000002,-2.0,-2.0,2.0
184,29234930,autism,-1.1078999999999999,-3.0,-5.0,-2.0
185,29190703,autism,-1.0611999999999997,5.0,0.0,3.0
186,29109559,autism,1.3196,3.0,5.0,0.0
187,29311892,autism,2.0941,-2.0,-3.0,9.0
188,29244170,autism,-1.1915,0.0,4.0,2.0
189,29169826,autism,0.3424000000000001,0.0,-6.0,4.0
190,29030735,autism,-2.9926,-5.0,-5.0,0.0
191,29045584,autism,0.6942999999999999,0.0,-6.0,1.0
192,29248927,autism,-0.07479999999999998,2.0,0.0,2.0
193,29159135,autism,1.5419999999999998,-2.0,2.0,7.0
194,29241119,autism,1.407,-2.0,2.0,3.0
195,29116421,autism,0.012900000000000023,-1.0,0.0,0.0
196,29024188,autism,0.4645,-1.0,6.0,2.0
197,29288087,autism,0.8689,1.0,-1.0,4.0
198,29147105,autism,1.1894,0.0,-4.0,-3.0
199,29267417,autism,-3.0963,-5.0,5.0,2.0
200,29020804,autism,0.8789,-2.0,-4.0,2.0
201,29063903,autism,1.9584000000000001,-2.0,-1.0,8.0
202,29141232,autism,0.8118000000000001,0.0,-4.0,6.0
203,29286317,autism,0.7078,0.0,1.0,5.0
204,29178241,autism,0.13269999999999998,-1.0,2.0,4.0
205,29023450,autism,2.6699,0.0,0.0,19.0
206,29058593,autism,-0.49179999999999996,0.0,1.0,-3.0
207,29263841,autism,0.3541,-3.0,-9.0,0.0
208,29148160,autism,-2.1479,-5.0,3.0,2.0
209,29228394,autism,-0.12400000000000005,-1.0,0.0,14.0
210,29128349,autism,-0.7673,0.0,-4.0,0.0
211,29031410,autism,-0.38620000000000004,-1.0,1.0,-2.0
212,29168089,autism,0.5683,1.0,0.0,4.0
213,29325848,autism,-2.0357999999999996,-6.0,-4.0,0.0
214,29157090,autism,-1.4364,2.0,-3.0,8.0
215,29251835,autism,-1.2816999999999996,-5.0,-2.0,-1.0
216,29049464,autism,-2.5733999999999995,-4.0,-3.0,-2.0
217,29193861,autism,0.12670000000000003,-1.0,-1.0,3.0
218,29090837,autism,0.2732,-1.0,-1.0,0.0
219,29232961,autism,1.6283000000000003,-2.0,0.0,0.0
220,29185167,autism,-0.6259,-5.0,0.0,-5.0
221,29078024,autism,-1.7395000000000007,-10.0,3.0,5.0
222,29209258,autism,0.5197999999999999,1.0,2.0,3.0
223,29123130,autism,0.0,-2.0,0.0,2.0
224,29224188,autism,0.4703,2.0,-6.0,5.0
225,29349289,autism,-0.00869999999999993,-3.0,5.0,1.0
226,29170759,autism,0.491,-2.0,0.0,8.0
227,29204928,autism,1.065,3.0,0.0,7.0
228,29079761,autism,0.16770000000000002,1.0,-5.0,8.0
229,29074463,autism,-2.4046,-4.0,-3.0,3.0
230,29222403,autism,-0.4609,0.0,2.0,6.0
231,29126371,autism,-0.3367,-5.0,-6.0,2.0
232,29052014,autism,-1.9714999999999998,-6.0,0.0,4.0
233,29090251,autism,-0.5234999999999999,-3.0,-7.0,3.0
234,29198040,autism,-0.8805000000000001,-2.0,-1.0,-6.0
235,29112191,autism,0.6934,1.0,0.0,-3.0
236,29235982,autism,-0.047599999999999976,-2.0,-4.0,2.0
237,29295472,autism,-0.6794,-2.0,0.0,4.0
238,29179725,autism,-0.7601999999999998,-2.0,-4.0,3.0
239,29102646,autism,0.8032999999999999,0.0,0.0,0.0
240,29190358,autism,-0.578,-2.0,-3.0,-1.0
241,29070843,autism,1.495,2.0,1.0,2.0
242,29151108,autism,-0.6525000000000001,-1.0,4.0,5.0
243,29271527,autism,0.11699999999999999,-3.0,-4.0,6.0
244,29182643,autism,-0.06240000000000001,-1.0,-1.0,-2.0
245,29298278,autism,-0.45730000000000004,-3.0,2.0,3.0
246,29028371,autism,-0.296,-2.0,0.0,3.0
247,29214603,autism,1.9919,0.0,-6.0,3.0
248,29125691,autism,1.6829,-1.0,-4.0,-2.0
249,29075560,autism,0.2359,-4.0,0.0,-1.0
250,29218791,autism,1.0458,0.0,-1.0,7.0
251,29258329,autism,2.1515,1.0,1.0,-2.0
252,29164435,autism,-0.6518999999999999,0.0,-4.0,1.0
253,29052838,autism,-0.018100000000000116,-5.0,-5.0,7.0
254,29034163,autism,-0.4368,-2.0,-4.0,8.0
255,29342514,autism,0.3818,2.0,1.0,1.0
256,29172193,autism,0.3818,3.0,-3.0,-3.0
257,29218603,autism,-2.5451,-7.0,3.0,-1.0
258,29072583,autism,-0.35750000000000004,-2.0,-3.0,-1.0
259,29054552,autism,0.8155,3.0,0.0,1.0
260,29160095,autism,0.44099999999999995,1.0,3.0,4.0
261,29260439,autism,1.5202,2.0,-3.0,0.0
262,29170938,autism,0.5604,1.0,2.0,-2.0
263,29367178,autism,0.9111,2.0,-2.0,8.0
264,29038237,autism,-1.0255999999999998,-2.0,0.0,15.0
265,29104681,autism,-1.7228000000000003,-4.0,-1.0,2.0
266,29188588,autism,1.4512,2.0,-5.0,1.0
267,29114037,autism,-1.6320999999999999,-3.0,1.0,2.0
268,29231063,autism,1.3149,3.0,-5.0,-3.0
269,29154066,autism,1.4907000000000001,0.0,1.0,1.0
270,29067888,autism,0.8594999999999999,1.0,2.0,5.0
271,29026257,autism,0.0,0.0,1.0,0.0
272,29291670,autism,0.9375,3.0,2.0,1.0
273,29184182,autism,1.2904,0.0,2.0,5.0
274,29129535,autism,2.6766000000000005,1.0,2.0,0.0
275,29230163,autism,1.1305,-1.0,1.0,7.0
276,29083343,autism,-1.4149,-2.0,-4.0,1.0
277,29214129,autism,0.6453,1.0,1.0,-1.0
278,29042182,autism,-0.3709,-3.0,-4.0,0.0
279,29248615,autism,-2.7374,-3.0,-2.0,-1.0
280,29164445,autism,-1.1299,-1.0,-1.0,5.0
281,29046268,autism,1.9746,1.0,-4.0,10.0
282,29239739,autism,2.3112,-1.0,-2.0,2.0
283,29119672,autism,0.4810000000000001,-1.0,1.0,-1.0
284,29201482,autism,-0.38649999999999995,0.0,1.0,1.0
285,29099558,autism,-2.2289999999999996,-5.0,1.0,9.0
286,29177606,autism,-0.25120000000000003,0.0,2.0,5.0
287,29143169,autism,1.3458,-1.0,-1.0,4.0
288,29282878,autism,-3.213,-8.0,-2.0,1.0
289,29020059,autism,0.3194,0.0,-3.0,-1.0
290,29274915,autism,0.14990000000000003,1.0,5.0,3.0
291,29118362,autism,-0.13860000000000006,-2.0,8.0,2.0
292,29243097,autism,-0.8038,-1.0,2.0,-4.0
293,29096243,autism,-0.3612,-2.0,-1.0,1.0
294,29203264,autism,0.43600000000000005,2.0,-4.0,4.0
295,29139169,autism,1.1362999999999999,-2.0,-6.0,1.0
296,29281930,autism,0.3653000000000002,0.0,4.0,5.0
297,29062978,autism,0.4277,-1.0,-2.0,-1.0
298,29021933,autism,1.5916000000000001,2.0,-1.0,-1.0
299,29226600,autism,-0.18369999999999992,0.0,0.0,-6.0
300,29133950,autism,-0.44549999999999984,-5.0,-1.0,-3.0
301,29213072,autism,-0.8036000000000001,-3.0,-3.0,4.0
302,29087045,autism,-0.5922,-1.0,7.0,7.0
303,29245045,autism,-3.9585,-6.0,2.0,-2.0
304,29168316,autism,1.4486,1.0,-11.0,1.0
305,29301665,autism,0.2208,-3.0,2.0,2.0
306,29039668,autism,-0.5390999999999999,-2.0,-2.0,-2.0
307,29164825,autism,1.0931000000000002,-3.0,-3.0,3.0
308,29069906,autism,-0.2594,-2.0,-4.0,4.0
309,29088456,autism,-0.613,-4.0,-4.0,2.0
310,29196865,autism,1.3839000000000001,2.0,0.0,3.0
311,29189916,autism,2.4979,3.0,-1.0,12.0
312,29112530,autism,-1.0088000000000001,-2.0,4.0,0.0
313,29236921,autism,-0.8511,-1.0,0.0,7.0
314,29170942,autism,-1.1562,-2.0,-3.0,3.0
315,29333196,autism,-0.5831,-5.0,-1.0,3.0
316,29206688,autism,0.21650000000000005,0.0,-3.0,6.0
317,29082426,autism,-0.9856,-4.0,-3.0,-3.0
318,29221615,autism,0.9136,0.0,-4.0,9.0
319,29126347,autism,-0.9094,-1.0,-5.0,8.0
320,29053976,autism,-4.5042,-7.0,1.0,1.0
321,29208241,autism,-0.8392999999999999,-2.0,5.0,-1.0
322,29123465,autism,1.5314000000000003,3.0,7.0,-3.0
323,29072106,autism,0.13430000000000009,1.0,2.0,3.0
324,29224931,autism,3.2236,5.0,-4.0,18.0
325,29183825,autism,-1.2737999999999998,-2.0,-1.0,0.0
326,29290407,autism,1.6165,0.0,2.0,2.0
327,29196435,autism,4.1961,6.0,0.0,3.0
328,29093639,autism,0.557,3.0,-6.0,3.0
329,29232822,autism,1.4064,-3.0,2.0,0.0
330,29115163,autism,1.0077,1.0,-2.0,1.0
331,29247310,autism,1.4083000000000003,1.0,3.0,6.0
332,29168090,autism,1.7279,2.0,-3.0,4.0
333,29326553,autism,0.8935,2.0,-1.0,0.0
334,29033450,autism,3.5111999999999997,5.0,2.0,5.0
335,29048245,autism,-1.0057,-2.0,-3.0,-4.0
336,29155370,autism,0.34800000000000003,-1.0,1.0,-1.0
337,29250725,autism,-0.23189999999999994,-4.0,2.0,2.0
338,29021945,autism,1.7771,5.0,2.0,-3.0
339,29284820,autism,0.6241,-1.0,2.0,3.0
340,29177710,autism,0.5363,0.0,-1.0,2.0
341,29265371,autism,-0.028900000000000037,-1.0,0.0,0.0
342,29150292,autism,-0.7373,-3.0,-2.0,0.0
343,29059864,autism,0.4102,-3.0,-4.0,4.0
344,29019048,autism,0.8058000000000001,0.0,-1.0,1.0
345,29119520,autism,0.05349999999999999,-2.0,-1.0,5.0
346,29238390,autism,1.8259,1.0,-3.0,1.0
347,29176814,autism,0.0,0.0,2.0,0.0
348,29138108,autism,-2.112,-7.0,-2.0,3.0
349,29289663,autism,1.0118999999999998,1.0,0.0,2.0
350,29024843,autism,-0.6902,1.0,-3.0,7.0
351,29063482,autism,2.8364000000000003,4.0,2.0,7.0
352,29145497,autism,-0.8368000000000001,-2.0,1.0,11.0
353,29266505,autism,-0.8134999999999999,-4.0,-1.0,1.0
354,29028941,autism,0.14329999999999993,-1.0,0.0,3.0
355,29309996,autism,0.4042000000000001,-4.0,-1.0,5.0
356,29169240,autism,1.0045000000000002,-1.0,-1.0,1.0
357,29249509,autism,1.7177,1.0,-3.0,3.0
358,29159888,autism,1.2673,0.0,-2.0,2.0
359,29045836,autism,1.0238,3.0,5.0,1.0
360,29131901,autism,-0.6979000000000001,2.0,-3.0,3.0
361,29132079,autism,1.1319000000000001,2.0,-3.0,0.0
362,29226310,autism,1.2829000000000002,-5.0,-2.0,9.0
363,29028837,autism,0.5721,5.0,-2.0,-5.0
364,29310907,autism,1.2156,0.0,2.0,1.0
365,29169242,autism,-2.0611,-5.0,0.0,0.0
366,29249338,autism,1.1128,2.0,2.0,2.0
367,29159857,autism,-3.5595000000000008,-10.0,10.0,9.0
368,29045959,autism,-0.011999999999999955,3.0,-4.0,13.0
369,29176705,autism,-0.7196,-1.0,5.0,6.0
370,29137973,autism,-0.9053999999999999,0.0,6.0,2.0
371,29289438,autism,-0.4234,0.0,-2.0,0.0
372,29063427,autism,-1.2292,-5.0,-3.0,4.0
373,29145754,autism,1.3687,0.0,-5.0,3.0
374,29266770,autism,1.9451999999999998,-2.0,-8.0,3.0
375,29119519,autism,0.42399999999999993,-2.0,-4.0,1.0
376,29238311,autism,-2.1241,-2.0,-2.0,-2.0
377,29022125,autism,-1.0991999999999997,0.0,6.0,8.0
378,29284801,autism,-0.5899,-1.0,-1.0,2.0
379,29177618,autism,2.1728,-2.0,-1.0,2.0
380,29265723,autism,1.2024,0.0,1.0,17.0
381,29150463,autism,-0.7967,-1.0,-1.0,1.0
382,29058983,autism,0.34,0.0,0.0,-1.0
383,29019014,autism,-1.8639999999999999,-8.0,5.0,-1.0
384,29247748,autism,0.75,0.0,3.0,-2.0
385,29168091,autism,0.4084,-1.0,3.0,1.0
386,29326565,autism,-1.8496,0.0,-3.0,0.0
387,29033160,autism,1.8039,2.0,0.0,-4.0
388,29048365,autism,4.3147,7.0,-3.0,14.0
389,29154648,autism,1.2825,1.0,6.0,4.0
390,29250591,autism,0.8139,0.0,0.0,6.0
391,29196732,autism,-0.0887,-2.0,-2.0,1.0
392,29095012,autism,0.0258,-3.0,1.0,2.0
393,29232684,autism,1.214,2.0,-2.0,-1.0
394,29114925,autism,-0.6411,-5.0,-2.0,1.0
395,29183720,autism,2.879,1.0,-4.0,0.0
396,29290371,autism,-1.3035999999999999,-2.0,-2.0,2.0
397,29076503,autism,-0.4017,-1.0,2.0,5.0
398,29207797,autism,-3.6133,-6.0,-1.0,3.0
399,29124056,autism,1.9891999999999999,5.0,-5.0,2.0
400,29072182,autism,1.3207000000000004,3.0,0.0,-4.0
401,29224969,autism,0.5012,0.0,-4.0,2.0
402,29054024,autism,1.0514999999999999,2.0,-2.0,1.0
403,29206686,autism,-3.7072,-6.0,4.0,4.0
404,29081833,autism,-2.4602,-4.0,3.0,1.0
405,29221782,autism,-2.9659,-3.0,2.0,5.0
406,29126359,autism,3.8757,3.0,4.0,3.0
407,29171019,autism,-1.1705,-5.0,-2.0,-1.0
408,29333258,autism,-0.06610000000000008,-5.0,1.0,3.0
409,29088697,autism,0.4736,-2.0,0.0,2.0
410,29197168,autism,2.0631,1.0,-2.0,6.0
411,29112459,autism,-1.6642,-2.0,1.0,-3.0
412,29236759,autism,0.8365,3.0,4.0,7.0
413,29069617,autism,-0.12239999999999998,-3.0,-7.0,3.0
414,29245046,autism,-2.4811,-5.0,-1.0,3.0
415,29168603,autism,-2.0729,-3.0,1.0,2.0
416,29301667,autism,1.5635000000000001,1.0,-2.0,-2.0
417,29039208,autism,3.7635,4.0,3.0,12.0
418,29164765,autism,-1.6571000000000002,-3.0,0.0,0.0
419,29226604,autism,2.2268,5.0,-2.0,7.0
420,29134344,autism,-1.3840999999999999,-1.0,-2.0,6.0
421,29212874,autism,-2.1363999999999996,-4.0,-2.0,4.0
422,29087041,autism,-1.2525,-4.0,-3.0,1.0
423,29138391,autism,-1.7685000000000002,-4.0,-1.0,7.0
424,29282584,autism,0.296,-1.0,-1.0,1.0
425,29021932,autism,-1.4827000000000001,-4.0,0.0,0.0
426,29118348,autism,0.0343,-6.0,2.0,-3.0
427,29242499,autism,-0.40259999999999996,-8.0,1.0,1.0
428,29096527,autism,3.5234,6.0,9.0,3.0
429,29203410,autism,-0.6018000000000001,-3.0,-1.0,0.0
430,29177493,autism,-0.8749,-5.0,-5.0,-3.0
431,29282644,autism,1.1976,-3.0,0.0,7.0
432,29020056,autism,2.0906000000000002,-3.0,-2.0,11.0
433,29275337,autism,-1.9695000000000003,-5.0,-1.0,6.0
434,29239145,autism,2.1572999999999998,1.0,4.0,0.0
435,29119560,autism,2.17,-5.0,-4.0,4.0
436,29201556,autism,0.15950000000000003,1.0,-3.0,12.0
437,29040924,autism,0.5472000000000001,1.0,-2.0,-4.0
438,29248671,autism,-0.8005,-3.0,-3.0,5.0
439,29164444,autism,2.2304,2.0,-2.0,7.0
440,29046483,autism,0.031299999999999994,-4.0,-1.0,10.0
441,29129723,autism,-0.07409999999999967,-3.0,0.0,-1.0
442,29230189,autism,0.5895,3.0,-3.0,3.0
443,29083029,autism,1.6599,3.0,4.0,1.0
444,29214128,autism,0.7112,1.0,0.0,2.0
445,29271070,autism,0.4213999999999999,-8.0,0.0,10.0
446,29154486,autism,-2.2927999999999997,-1.0,2.0,0.0
447,29067588,autism,-0.7254999999999998,-2.0,-1.0,2.0
448,29026329,autism,-0.05709999999999982,-4.0,-3.0,-5.0
449,29291476,autism,-3.7187,-9.0,-4.0,7.0
450,29184127,autism,0.8925,-5.0,0.0,-1.0
451,29104944,autism,0.7027,-3.0,3.0,8.0
452,29188587,autism,-0.6139999999999999,-3.0,1.0,-2.0
453,29113563,autism,2.9614000000000003,4.0,-3.0,9.0
454,29230802,autism,0.43329999999999996,0.0,-5.0,1.0
455,29054881,autism,0.257,0.0,-2.0,3.0
456,29160023,autism,1.529,3.0,1.0,5.0
457,29260380,autism,-0.6154,-3.0,-6.0,1.0
458,29170939,autism,-1.3802,-3.0,-3.0,3.0
459,29369294,autism,-2.5924,-2.0,5.0,6.0
460,29037337,autism,0.05520000000000003,1.0,3.0,4.0
461,29218394,autism,1.1147,-1.0,-4.0,3.0
462,29072974,autism,1.6636999999999997,0.0,2.0,9.0
463,29257937,autism,2.5745999999999998,-1.0,-7.0,0.0
464,29164126,autism,-0.5172,0.0,-4.0,3.0
465,29052841,autism,-4.0084,-3.0,-3.0,3.0
466,29034068,autism,-0.7061,-5.0,-2.0,4.0
467,29342818,autism,0.0,-1.0,1.0,0.0
468,29172231,autism,1.1553000000000002,-2.0,-3.0,2.0
469,29214412,autism,3.5690999999999997,-6.0,-5.0,4.0
470,29125721,autism,-0.10309999999999997,-2.0,1.0,6.0
471,29075622,autism,1.9218000000000002,1.0,-1.0,8.0
